timestep,run,state,alpha,k
1900523,3,0.9042235417891284,2,0
1900524,3,0.9777286663109224,2,0
1900525,3,0.9784724239121968,2,0
1900526,3,0.9762757881278054,2,0
1900527,3,0.9667352070366384,2,0
1900528,3,0.9700900007786396,2,0
1900529,3,0.9381204428788892,2,0
1900530,3,0.9777746198343984,2,0
1900531,3,0.9762569284017184,2,0
1900532,3,0.9710783940534198,2,0
1900533,3,0.9306459587739802,2,0
1900534,3,0.938948828446766,2,0
1900535,3,0.9280404365849272,2,0
1900536,3,0.9111526994658284,2,0
1900537,3,0.8948382923444554,2,0
1900538,3,0.9190491432704594,2,0
1900539,3,0.934846154760718,2,0
1900540,3,0.9603413137966064,2,0
1900541,3,0.9819049553203784,2,0
1900542,3,1.0501271120557032,2,0
1900543,3,1.0432250932952851,2,0
1900544,3,1.0353885880655624,2,0
1900545,3,1.012547955053134,2,0
1900546,3,1.004540476610961,2,0
1900547,3,1.0049249002774072,2,0
1900548,3,1.0207135483007863,2,0
1900549,3,1.0501799739975437,2,0
1900550,3,1.0346297158629405,2,0
1900551,3,1.0250548710803018,2,0
1900552,3,1.0234341911314428,2,0
1900553,3,0.982623090964663,2,0
1900554,3,0.9911700761524644,2,0
1900555,3,1.0647411944504372,2,0
1900556,3,1.0913506154918733,2,0
1900557,3,1.0966677758176826,2,0
1900558,3,1.0991609549875383,2,0
1900559,3,1.0729243408162985,2,0
1900560,3,1.0839317963518649,2,0
1900561,3,1.1059679658554742,2,0
1900562,3,1.1529580755329194,2,0
1900563,3,1.2288401392844928,2,0
1900564,3,1.1777306573601822,2,0
1900565,3,1.1730687180852255,2,0
1900566,3,1.1834887072019338,2,0
1900567,3,1.1353175331922634,2,0
1900568,3,1.1229995199017893,2,0
1900569,3,1.1658526210936009,2,0
1900570,3,1.141371927258552,2,0
1900571,3,1.1613313253094455,2,0
1900572,3,1.2289237883305493,2,0
1900573,3,1.286726233233317,2,0
1900574,3,1.207498086762259,2,0
1900575,3,1.2373882752427512,2,0
1900576,3,1.241543806005159,2,0
1900577,3,1.2390223876365216,2,0
1900578,3,1.201930075079115,2,0
1900579,3,1.1355202846833587,2,0
1900580,3,1.131464608283296,2,0
1900581,3,1.1028374530460303,2,0
1900582,3,1.1812067701495448,2,0
1900583,3,1.1897823108283905,2,0
1900584,3,1.2229264282009482,2,0
1900585,3,1.1970939343645484,2,0
1900586,3,1.2376092141240618,2,0
1900587,3,1.2350487506068744,2,0
1900588,3,1.166703526604965,2,0
1900589,3,1.186385828935054,2,0
1900590,3,1.1695970112900975,2,0
1900591,3,1.173169629320006,2,0
1900592,3,1.1453362437175243,2,0
1900593,3,1.0881001875806358,2,0
1900594,3,1.1145044257783363,2,0
1900595,3,1.0879260896280525,2,0
1900596,3,1.02498002202253,2,0
1900597,3,1.032029068288357,2,0
1900598,3,0.9987247651679668,2,0
1900599,3,0.990949898093216,2,0
1900600,3,0.994784470691147,2,0
1900601,3,0.9692929709302304,2,0
1900602,3,0.9414903482920668,2,0
1900603,3,0.9454422630252868,2,0
1900604,3,0.8975226611648365,2,0
1900605,3,0.9397845262958388,2,0
1900606,3,0.9683693117578605,2,0
1900607,3,0.9479769215092436,2,0
1900608,3,0.9797505341185456,2,0
1900609,3,0.9644470344521658,2,0
1900610,3,1.0022211315939604,2,0
1900611,3,1.0242271122310396,2,0
1900612,3,0.98550217214137,2,0
1900613,3,0.9707702220806874,2,0
1900614,3,0.9849114716103604,2,0
1900615,3,1.0321577619306193,2,0
1900616,3,1.025388439141985,2,0
1900617,3,1.0327671531171905,2,0
1900618,3,1.024813829945015,2,0
1900619,3,0.9939507459653364,2,0
1900620,3,0.9711115742762756,2,0
1900621,3,0.993331088961921,2,0
1900622,3,0.9983232119281346,2,0
1900623,3,0.9484358521868576,2,0
1900624,3,0.9487619980810382,2,0
1900625,3,0.9464848098805128,2,0
1900626,3,0.9333353247702144,2,0
1900627,3,0.9288794477407316,2,0
1900628,3,0.9073300146244914,2,0
1900629,3,0.9096526596258128,2,0
1900630,3,0.8889896545117142,2,0
1900631,3,0.9151782389921151,2,0
1900632,3,0.9342044212322368,2,0
1900633,3,0.92757736973765,2,0
1900634,3,0.957881821491698,2,0
1900635,3,0.8988568527239034,2,0
1900636,3,0.8431922203834582,2,0
1900637,3,0.8637358255907283,2,0
1900638,3,0.8359196651295534,2,0
1900639,3,0.7885479000330589,2,0
1900640,3,0.7838262611522909,2,0
1900641,3,0.7915552176258134,2,0
1900642,3,0.7906156923519891,2,0
1900643,3,0.7938689686093557,2,0
1900644,3,0.7654655843129039,2,0
1900645,3,0.781097084166132,2,0
1900646,3,0.7744685530281434,2,0
1900647,3,0.802894671121866,2,0
1900648,3,0.810104382511378,2,0
1900649,3,0.7469038104326668,2,0
1900650,3,0.7167624116077834,2,0
1900651,3,0.7203971033389199,2,0
1900652,3,0.6983821889962702,2,0
1900653,3,0.6763743675741559,2,0
1900654,3,0.6670927428554541,2,0
1900655,3,0.6653278725744664,2,0
1900656,3,0.6718468040851382,2,0
1900657,3,0.6056524970641162,2,0
1900658,3,0.6095551715022789,2,0
1900659,3,0.6514810026004298,2,0
1900660,3,0.6600094660195889,2,0
1900661,3,0.664190482250737,2,0
1900662,3,0.686168452507495,2,0
1900663,3,0.7106431301967953,2,0
1900664,3,0.7424070043062225,2,0
1900665,3,0.7120334448221846,2,0
1900666,3,0.7011816951873933,2,0
1900667,3,0.6819562210945334,2,0
1900668,3,0.6685507149257592,2,0
1900669,3,0.6730590097922204,2,0
1900670,3,0.6469100583191201,2,0
1900671,3,0.6848076614293368,2,0
1900672,3,0.6804733150673893,2,0
1900673,3,0.6801727141362977,2,0
1900674,3,0.7099890994152218,2,0
1900675,3,0.7492926675220954,2,0
1900676,3,0.7490307414837081,2,0
1900677,3,0.7662999656288766,2,0
1900678,3,0.7399188617635843,2,0
1900679,3,0.7168457309668003,2,0
1900680,3,0.7291188600754037,2,0
1900681,3,0.7214342561703454,2,0
1900682,3,0.7131059894824786,2,0
1900683,3,0.6559941423973855,2,0
1900684,3,0.6653680011952102,2,0
1900685,3,0.6385468578627023,2,0
1900686,3,0.666022282982727,2,0
1900687,3,0.6283739401494295,2,0
1900688,3,0.6542114251914615,2,0
1900689,3,0.6862884031380891,2,0
1900690,3,0.714300200964817,2,0
1900691,3,0.7445401955433959,2,0
1900692,3,0.7262279826276016,2,0
1900693,3,0.7130822536380413,2,0
1900694,3,0.763791108190888,2,0
1900695,3,0.8308482177517476,2,0
1900696,3,0.832591516679381,2,0
1900697,3,0.8160778144182101,2,0
1900698,3,0.8396997649297835,2,0
1900699,3,0.8744782683504123,2,0
1900700,3,0.8489672227295505,2,0
1900701,3,0.8640735853299981,2,0
1900702,3,0.8943015557519676,2,0
1900703,3,0.8712625653457252,2,0
1900704,3,0.907265244564626,2,0
1900705,3,0.8936089715568184,2,0
1900706,3,0.8793164362522876,2,0
1900707,3,0.8611884789744095,2,0
1900708,3,0.9521734869105708,2,0
1900709,3,0.916063883474452,2,0
1900710,3,0.935761361094335,2,0
1900711,3,0.9264266719650204,2,0
1900712,3,0.9330759034611558,2,0
1900713,3,0.9762184657726584,2,0
1900714,3,1.0176238112187912,2,0
1900715,3,1.019857217161476,2,0
1900716,3,1.0208708880952078,2,0
1900717,3,0.9736992891373591,2,0
1900718,3,0.927303794318042,2,0
1900719,3,0.9204240073691538,2,0
1900720,3,0.9044607839851496,2,0
1900721,3,0.9202833599114462,2,0
1900722,3,0.9423493469435212,2,0
1900723,3,0.960488371995868,2,0
1900724,3,0.9490553838566482,2,0
1900725,3,0.9389982594549808,2,0
1900726,3,0.9371224142732828,2,0
1900727,3,0.9535815216325352,2,0
1900728,3,0.9468247398270984,2,0
1900729,3,0.9304607234640048,2,0
1900730,3,0.9382251317278326,2,0
1900731,3,0.959688361939805,2,0
1900732,3,0.932867666490201,2,0
1900733,3,0.9044423213446018,2,0
1900734,3,0.8679852540880519,2,0
1900735,3,0.8772102860988004,2,0
1900736,3,0.8768915663399055,2,0
1900737,3,0.9000980332440363,2,0
1900738,3,0.8965595469313754,2,0
1900739,3,0.8748821609065711,2,0
1900740,3,0.9066143502570594,2,0
1900741,3,0.9024119172255172,2,0
