Year,Lon,Lat,PID,PFT,age,cmass,ndist,relative
2175,-149.25,64.75,1,Pioneering broadleaf,291,0,1,0
2176,-149.25,64.75,1,Needleleaf evergreen,292,8.38,1,0.7563176895306859
2176,-149.25,64.75,1,Pioneering broadleaf,292,0,1,0
2177,-149.25,64.75,1,Needleleaf evergreen,293,8.48,1,0.7822878228782288
2177,-149.25,64.75,1,Pioneering broadleaf,293,0,1,0
2178,-149.25,64.75,1,Needleleaf evergreen,294,8.56,1,0.7831655992680696
2178,-149.25,64.75,1,Pioneering broadleaf,294,0,1,0
2179,-149.25,64.75,1,Needleleaf evergreen,295,8.65,1,0.7849364791288567
2179,-149.25,64.75,1,Pioneering broadleaf,295,0,1,0
2180,-149.25,64.75,1,Needleleaf evergreen,296,8.74,1,0.7866786678667868
2180,-149.25,64.75,1,Pioneering broadleaf,296,0,1,0
2181,-149.25,64.75,1,Needleleaf evergreen,297,8.83,1,0.7876895628902765
2181,-149.25,64.75,1,Pioneering broadleaf,297,0,1,0
2182,-149.25,64.75,1,Needleleaf evergreen,298,8.96,1,0.7901234567901235
2182,-149.25,64.75,1,Pioneering broadleaf,298,0,1,0
2183,-149.25,64.75,1,Needleleaf evergreen,299,9.03,1,0.7914110429447853
2183,-149.25,64.75,1,Pioneering broadleaf,299,0,1,0
2184,-149.25,64.75,1,Needleleaf evergreen,300,9.22,1,0.7941429801894918
2184,-149.25,64.75,1,Pioneering broadleaf,300,0,1,0
2185,-149.25,64.75,1,Needleleaf evergreen,301,9.3,1,0.795551753635586
2185,-149.25,64.75,1,Pioneering broadleaf,301,0,1,0
2186,-149.25,64.75,1,Needleleaf evergreen,302,9.24,1,0.7944969905417024
2186,-149.25,64.75,1,Pioneering broadleaf,302,0,1,0
2187,-149.25,64.75,1,Needleleaf evergreen,303,9.32,1,0.8197009674582233
2187,-149.25,64.75,1,Pioneering broadleaf,303,0,1,0
2188,-149.25,64.75,1,Needleleaf evergreen,304,9.17,1,0.8172905525846703
2188,-149.25,64.75,1,Pioneering broadleaf,304,0,1,0
2189,-149.25,64.75,1,Needleleaf evergreen,305,9.29,1,0.8445454545454545
2189,-149.25,64.75,1,Pioneering broadleaf,305,0,1,0
2190,-149.25,64.75,1,Needleleaf evergreen,306,9.46,1,0.846911369740376
2190,-149.25,64.75,1,Pioneering broadleaf,306,0,1,0
2191,-149.25,64.75,1,Needleleaf evergreen,307,9.63,1,0.8492063492063493
2191,-149.25,64.75,1,Pioneering broadleaf,307,0,1,0
2192,-149.25,64.75,1,Needleleaf evergreen,308,9.72,1,0.8496503496503496
2192,-149.25,64.75,1,Pioneering broadleaf,308,0,1,0
2193,-149.25,64.75,1,Needleleaf evergreen,309,9.69,1,0.8492550394390884
2193,-149.25,64.75,1,Pioneering broadleaf,309,0,1,0
2194,-149.25,64.75,1,Needleleaf evergreen,310,9.8,1,0.8506944444444444
2194,-149.25,64.75,1,Pioneering broadleaf,310,0,1,0
2195,-149.25,64.75,1,Needleleaf evergreen,311,9.96,1,0.8527397260273972
2195,-149.25,64.75,1,Pioneering broadleaf,311,0,1,0
2196,-149.25,64.75,1,Needleleaf evergreen,312,10.05,1,0.8538657604078165
2196,-149.25,64.75,1,Pioneering broadleaf,312,0,1,0
2197,-149.25,64.75,1,Needleleaf evergreen,313,10.14,1,0.8549747048903878
2197,-149.25,64.75,1,Pioneering broadleaf,313,0,1,0
2198,-149.25,64.75,1,Needleleaf evergreen,314,10.26,1,0.8564273789649415
2198,-149.25,64.75,1,Pioneering broadleaf,314,0,1,0
2199,-149.25,64.75,1,Needleleaf evergreen,315,10.47,1,0.9104347826086957
2199,-149.25,64.75,1,Pioneering broadleaf,315,0,1,0
2200,-149.25,64.75,1,Needleleaf evergreen,316,10.57,1,0.9112068965517242
2200,-149.25,64.75,1,Pioneering broadleaf,316,0,1,0
2201,-149.25,64.75,1,Needleleaf evergreen,317,10.61,1,0.911512027491409
2201,-149.25,64.75,1,Pioneering broadleaf,317,0,1,0
2202,-149.25,64.75,1,Needleleaf evergreen,318,10.76,1,0.9126378286683631
2202,-149.25,64.75,1,Pioneering broadleaf,318,0,1,0
2203,-149.25,64.75,1,Needleleaf evergreen,319,10.89,1,0.9135906040268457
2203,-149.25,64.75,1,Pioneering broadleaf,319,0,1,0
2204,-149.25,64.75,1,Needleleaf evergreen,320,10.94,1,0.913951545530493
2204,-149.25,64.75,1,Pioneering broadleaf,320,0,1,0
2205,-149.25,64.75,1,Needleleaf evergreen,321,11.06,1,0.9412765957446809
2205,-149.25,64.75,1,Pioneering broadleaf,321,0,1,0
2206,-149.25,64.75,1,Needleleaf evergreen,322,10.97,1,0.9408233276157805
2206,-149.25,64.75,1,Pioneering broadleaf,322,0,1,0
2207,-149.25,64.75,1,Needleleaf evergreen,323,11.12,1,0.9415749364944962
2207,-149.25,64.75,1,Pioneering broadleaf,323,0,1,0
2208,-149.25,64.75,1,Needleleaf evergreen,324,10.93,1,0.940619621342513
2208,-149.25,64.75,1,Pioneering broadleaf,324,0,1,0
2209,-149.25,64.75,1,Needleleaf evergreen,325,11.02,1,0.9410760034158839
2209,-149.25,64.75,1,Pioneering broadleaf,325,0,1,0
2210,-149.25,64.75,1,Needleleaf evergreen,326,11.16,1,0.9417721518987342
2210,-149.25,64.75,1,Pioneering broadleaf,326,0,1,0
2211,-149.25,64.75,1,Needleleaf evergreen,327,11.27,1,0.9423076923076923
2211,-149.25,64.75,1,Pioneering broadleaf,327,0,1,0
2212,-149.25,64.75,1,Needleleaf evergreen,328,11.43,1,0.9430693069306931
2212,-149.25,64.75,1,Pioneering broadleaf,328,0,1,0
2213,-149.25,64.75,1,Needleleaf evergreen,329,11.54,1,0.9435813573180704
2213,-149.25,64.75,1,Pioneering broadleaf,329,0,1,0
2214,-149.25,64.75,1,Needleleaf evergreen,330,11.69,1,0.944264943457189
2214,-149.25,64.75,1,Pioneering broadleaf,330,0,1,0
2215,-149.25,64.75,1,Needleleaf evergreen,331,11.59,1,0.9438110749185669
2215,-149.25,64.75,1,Pioneering broadleaf,331,0,1,0
2216,-149.25,64.75,1,Needleleaf evergreen,332,11.53,1,0.9435351882160393
2216,-149.25,64.75,1,Pioneering broadleaf,332,0,1,0
2217,-149.25,64.75,1,Needleleaf evergreen,333,11.61,1,0.9439024390243903
2217,-149.25,64.75,1,Pioneering broadleaf,333,0,1,0
2218,-149.25,64.75,1,Needleleaf evergreen,334,11.74,1,0.9710504549214227
2218,-149.25,64.75,1,Pioneering broadleaf,334,0,1,0
2219,-149.25,64.75,1,Needleleaf evergreen,335,10.07,1,0.9664107485604607
2219,-149.25,64.75,1,Pioneering broadleaf,335,0,1,0
2220,-149.25,64.75,1,Needleleaf evergreen,336,10.18,1,0.9667616334283001
2220,-149.25,64.75,1,Pioneering broadleaf,336,0,1,0
2221,-149.25,64.75,1,Needleleaf evergreen,337,9.84,1,0.9656526005888126
2221,-149.25,64.75,1,Pioneering broadleaf,337,0,1,0
2222,-149.25,64.75,1,Needleleaf evergreen,338,9.96,1,0.9660523763336567
2222,-149.25,64.75,1,Pioneering broadleaf,338,0,1,0
2223,-149.25,64.75,1,Needleleaf evergreen,339,10.15,1,0.9657469077069458
2223,-149.25,64.75,1,Pioneering broadleaf,339,0,1,0
2224,-149.25,64.75,1,Needleleaf evergreen,340,10.3,1,0.9662288930581614
2224,-149.25,64.75,1,Pioneering broadleaf,340,0,1,0
2225,-149.25,64.75,1,Needleleaf evergreen,341,9.88,1,0.9648437500000001
2225,-149.25,64.75,1,Pioneering broadleaf,341,0,1,0
2226,-149.25,64.75,1,Needleleaf evergreen,342,8.01,1,0.956989247311828
2226,-149.25,64.75,1,Pioneering broadleaf,342,0,1,0
2227,-149.25,64.75,1,Needleleaf evergreen,343,8.22,1,0.9569266589057044
2227,-149.25,64.75,1,Pioneering broadleaf,343,0,1,0
2228,-149.25,64.75,1,Needleleaf evergreen,344,8.33,1,0.9563719862227325
2228,-149.25,64.75,1,Pioneering broadleaf,344,0,1,0
2229,-149.25,64.75,1,Needleleaf evergreen,345,8.46,1,0.9548532731376975
2229,-149.25,64.75,1,Pioneering broadleaf,345,0,1,0
2230,-149.25,64.75,1,Needleleaf evergreen,346,8.6,1,0.9534368070953437
2230,-149.25,64.75,1,Pioneering broadleaf,346,0,1,0
2231,-149.25,64.75,1,Needleleaf evergreen,347,8.71,1,0.951912568306011
2231,-149.25,64.75,1,Pioneering broadleaf,347,0,1,0
2232,-149.25,64.75,1,Needleleaf evergreen,348,8.81,1,0.9865621500559911
2232,-149.25,64.75,1,Pioneering broadleaf,348,0,1,0
2233,-149.25,64.75,1,Needleleaf evergreen,349,8.9,1,0.9866962305986697
2233,-149.25,64.75,1,Pioneering broadleaf,349,0,1,0
2234,-149.25,64.75,1,Needleleaf evergreen,350,9.08,1,0.9858849077090118
2234,-149.25,64.75,1,Pioneering broadleaf,350,0,1,0
2235,-149.25,64.75,1,Needleleaf evergreen,351,9.18,1,0.9860365198711063
2235,-149.25,64.75,1,Pioneering broadleaf,351,0,1,0
2236,-149.25,64.75,1,Needleleaf evergreen,352,7.42,1,0.9801849405548216
2236,-149.25,64.75,1,Pioneering broadleaf,352,0,1,0
2237,-149.25,64.75,1,Needleleaf evergreen,353,7.56,1,0.9754838709677419
2237,-149.25,64.75,1,Pioneering broadleaf,353,0,1,0
2238,-149.25,64.75,1,Needleleaf evergreen,354,7.29,1,0.970705725699068
2238,-149.25,64.75,1,Pioneering broadleaf,354,0,1,0
2239,-149.25,64.75,1,Needleleaf evergreen,355,7.34,1,0.9708994708994709
2239,-149.25,64.75,1,Pioneering broadleaf,355,0,1,0
2240,-149.25,64.75,1,Needleleaf evergreen,356,7.45,1,0.9675324675324676
2240,-149.25,64.75,1,Pioneering broadleaf,356,0,1,0
2241,-149.25,64.75,1,Needleleaf evergreen,357,6.88,1,0.9676511954992967
2241,-149.25,64.75,1,Pioneering broadleaf,357,0,1,0
2242,-149.25,64.75,1,Needleleaf evergreen,358,7,1,0.9668508287292817
2242,-149.25,64.75,1,Pioneering broadleaf,358,0,1,0
2243,-149.25,64.75,1,Needleleaf evergreen,359,7.1,1,0.9633649932157395
2243,-149.25,64.75,1,Pioneering broadleaf,359,0,1,0
2244,-149.25,64.75,1,Needleleaf evergreen,360,7.19,1,0.9663978494623656
2244,-149.25,64.75,1,Pioneering broadleaf,360,0,1,0
2245,-149.25,64.75,1,Needleleaf evergreen,361,7.3,1,0.964332892998679
2245,-149.25,64.75,1,Pioneering broadleaf,361,0,1,0
2246,-149.25,64.75,1,Needleleaf evergreen,362,7.14,1,0.970108695652174
2246,-149.25,64.75,1,Pioneering broadleaf,362,0,1,0
2247,-149.25,64.75,1,Needleleaf evergreen,363,7.22,1,0.9652406417112299
2247,-149.25,64.75,1,Pioneering broadleaf,363,0,1,0
2248,-149.25,64.75,1,Needleleaf evergreen,364,5.12,1,0.9570093457943925
2248,-149.25,64.75,1,Pioneering broadleaf,364,0,1,0
2249,-149.25,64.75,1,Needleleaf evergreen,365,5.23,1,0.9440433212996391
2249,-149.25,64.75,1,Pioneering broadleaf,365,0,1,0
2250,-149.25,64.75,1,Needleleaf evergreen,366,5.34,1,0.9434628975265017
2250,-149.25,64.75,1,Pioneering broadleaf,366,0,1,0
2251,-149.25,64.75,1,Needleleaf evergreen,367,5.43,1,0.9493006993006993
2251,-149.25,64.75,1,Pioneering broadleaf,367,0,1,0
2252,-149.25,64.75,1,Needleleaf evergreen,368,5.56,1,0.9439728353140917
2252,-149.25,64.75,1,Pioneering broadleaf,368,0,1,0
2253,-149.25,64.75,1,Needleleaf evergreen,369,5.67,1,0.9529411764705882
2253,-149.25,64.75,1,Pioneering broadleaf,369,0,1,0
2254,-149.25,64.75,1,Needleleaf evergreen,370,5.75,1,0.9583333333333334
2254,-149.25,64.75,1,Pioneering broadleaf,370,0,1,0
2255,-149.25,64.75,1,Needleleaf evergreen,371,5.33,1,0.9586330935251798
2255,-149.25,64.75,1,Pioneering broadleaf,371,0,1,0
2256,-149.25,64.75,1,Needleleaf evergreen,372,5.44,1,0.9577464788732394
2256,-149.25,64.75,1,Pioneering broadleaf,372,0,1,0
2257,-149.25,64.75,1,Needleleaf evergreen,373,5.53,1,0.9617391304347827
2257,-149.25,64.75,1,Pioneering broadleaf,373,0,1,0
2258,-149.25,64.75,1,Needleleaf evergreen,374,5.61,1,0.9655765920826161
2258,-149.25,64.75,1,Pioneering broadleaf,374,0,1,0
2259,-149.25,64.75,1,Needleleaf evergreen,375,5.4,1,0.9642857142857143
2259,-149.25,64.75,1,Pioneering broadleaf,375,0,1,0
2260,-149.25,64.75,1,Needleleaf evergreen,376,5.5,1,0.9598603839441535
2260,-149.25,64.75,1,Pioneering broadleaf,376,0,1,0
2261,-149.25,64.75,1,Needleleaf evergreen,377,5.59,1,0.9604810996563573
2261,-149.25,64.75,1,Pioneering broadleaf,377,0,1,0
2262,-149.25,64.75,1,Needleleaf evergreen,378,5.69,1,0.9627749576988156
2262,-149.25,64.75,1,Pioneering broadleaf,378,0,1,0
2263,-149.25,64.75,1,Needleleaf evergreen,379,5.76,1,0.9680672268907562
2263,-149.25,64.75,1,Pioneering broadleaf,379,0,1,0
2264,-149.25,64.75,1,Needleleaf evergreen,380,5.84,1,0.9700996677740864
2264,-149.25,64.75,1,Pioneering broadleaf,380,0,1,0
2265,-149.25,64.75,1,Needleleaf evergreen,381,5.95,1,0.9706362153344209
2265,-149.25,64.75,1,Pioneering broadleaf,381,0,1,0
2266,-149.25,64.75,1,Needleleaf evergreen,382,6.06,1,0.9727126805778491
2266,-149.25,64.75,1,Pioneering broadleaf,382,0,1,0
2267,-149.25,64.75,1,Needleleaf evergreen,383,6.18,1,0.9732283464566929
2267,-149.25,64.75,1,Pioneering broadleaf,383,0,1,0
2268,-149.25,64.75,1,Needleleaf evergreen,384,6.29,1,0.9751937984496124
2268,-149.25,64.75,1,Pioneering broadleaf,384,0,1,0
2269,-149.25,64.75,1,Needleleaf evergreen,385,6.41,1,0.9786259541984733
2269,-149.25,64.75,1,Pioneering broadleaf,385,0,1,0
2270,-149.25,64.75,1,Needleleaf evergreen,0,0,2,0
2270,-149.25,64.75,1,Pioneering broadleaf,0,0,2,0
2271,-149.25,64.75,1,Needleleaf evergreen,1,0,2,0
2271,-149.25,64.75,1,Pioneering broadleaf,1,0,2,0
2272,-149.25,64.75,1,Needleleaf evergreen,2,0,2,0
2272,-149.25,64.75,1,Pioneering broadleaf,2,0.02,2,0.05263157894736842
2273,-149.25,64.75,1,Needleleaf evergreen,3,0,2,0
2273,-149.25,64.75,1,Pioneering broadleaf,3,0.03,2,0.05555555555555555
2274,-149.25,64.75,1,Needleleaf evergreen,4,0.01,2,0.013698630136986302
2274,-149.25,64.75,1,Pioneering broadleaf,4,0.06,2,0.0821917808219178
2275,-149.25,64.75,1,Needleleaf evergreen,5,0.01,2,0.012048192771084336
2275,-149.25,64.75,1,Pioneering broadleaf,5,0.09,2,0.10843373493975902
2276,-149.25,64.75,1,Needleleaf evergreen,6,0.01,2,0.010101010101010102
2276,-149.25,64.75,1,Pioneering broadleaf,6,0.13,2,0.13131313131313133
2277,-149.25,64.75,1,Needleleaf evergreen,7,0.04,2,0.038461538461538464
2277,-149.25,64.75,1,Pioneering broadleaf,7,0.18,2,0.17307692307692307
2278,-149.25,64.75,1,Needleleaf evergreen,8,0.05,2,0.043478260869565216
2278,-149.25,64.75,1,Pioneering broadleaf,8,0.24,2,0.208695652173913
2279,-149.25,64.75,1,Needleleaf evergreen,9,0.06,2,0.048
2279,-149.25,64.75,1,Pioneering broadleaf,9,0.31,2,0.248
2280,-149.25,64.75,1,Needleleaf evergreen,10,0.07,2,0.050359712230215826
2280,-149.25,64.75,1,Pioneering broadleaf,10,0.4,2,0.28776978417266186
2281,-149.25,64.75,1,Needleleaf evergreen,11,0.08,2,0.05128205128205128
2281,-149.25,64.75,1,Pioneering broadleaf,11,0.52,2,0.3333333333333333
2282,-149.25,64.75,1,Needleleaf evergreen,12,0.1,2,0.057803468208092484
2282,-149.25,64.75,1,Pioneering broadleaf,12,0.63,2,0.36416184971098264
2283,-149.25,64.75,1,Needleleaf evergreen,13,0.11,2,0.056701030927835044
2283,-149.25,64.75,1,Pioneering broadleaf,13,0.8,2,0.41237113402061853
2284,-149.25,64.75,1,Needleleaf evergreen,14,0.12,2,0.05429864253393665
2284,-149.25,64.75,1,Pioneering broadleaf,14,1.01,2,0.45701357466063347
2285,-149.25,64.75,1,Needleleaf evergreen,15,0.12,2,0.05042016806722689
2285,-149.25,64.75,1,Pioneering broadleaf,15,1.16,2,0.48739495798319327
2286,-149.25,64.75,1,Needleleaf evergreen,16,0.13,2,0.04961832061068702
2286,-149.25,64.75,1,Pioneering broadleaf,16,1.34,2,0.5114503816793893
2287,-149.25,64.75,1,Needleleaf evergreen,17,0.13,2,0.045774647887323945
2287,-149.25,64.75,1,Pioneering broadleaf,17,1.55,2,0.545774647887324
2288,-149.25,64.75,1,Needleleaf evergreen,18,0.13,2,0.041666666666666664
2288,-149.25,64.75,1,Pioneering broadleaf,18,1.82,2,0.5833333333333334
2289,-149.25,64.75,1,Needleleaf evergreen,19,0.12,2,0.03614457831325301
2289,-149.25,64.75,1,Pioneering broadleaf,19,2.05,2,0.6174698795180723
2290,-149.25,64.75,1,Needleleaf evergreen,20,0.12,2,0.03409090909090909
2290,-149.25,64.75,1,Pioneering broadleaf,20,2.29,2,0.6505681818181819
2291,-149.25,64.75,1,Needleleaf evergreen,21,0.11,2,0.029729729729729728
2291,-149.25,64.75,1,Pioneering broadleaf,21,2.52,2,0.681081081081081
2292,-149.25,64.75,1,Needleleaf evergreen,22,0.1,2,0.02590673575129534
2292,-149.25,64.75,1,Pioneering broadleaf,22,2.71,2,0.7020725388601037
2293,-149.25,64.75,1,Needleleaf evergreen,23,0.1,2,0.02457002457002457
2293,-149.25,64.75,1,Pioneering broadleaf,23,2.96,2,0.7272727272727272
2294,-149.25,64.75,1,Needleleaf evergreen,24,0.09,2,0.02122641509433962
2294,-149.25,64.75,1,Pioneering broadleaf,24,3.18,2,0.75
2295,-149.25,64.75,1,Needleleaf evergreen,25,0.09,2,0.021077283372365342
2295,-149.25,64.75,1,Pioneering broadleaf,25,3.25,2,0.7611241217798596
2296,-149.25,64.75,1,Needleleaf evergreen,26,0.09,2,0.020361990950226245
2296,-149.25,64.75,1,Pioneering broadleaf,26,3.43,2,0.7760180995475113
2297,-149.25,64.75,1,Needleleaf evergreen,27,0.06,2,0.014925373134328356
2297,-149.25,64.75,1,Pioneering broadleaf,27,3.16,2,0.7860696517412935
2298,-149.25,64.75,1,Needleleaf evergreen,28,0,2,0
2298,-149.25,64.75,1,Pioneering broadleaf,28,2.54,2,1
1850,-149.25,64.75,1,Needleleaf evergreen,299,6.44,0,0.7053669222343921
1850,-149.25,64.75,1,Pioneering broadleaf,299,0,0,0
1851,-149.25,64.75,1,Needleleaf evergreen,300,6.57,0,0.7087378640776699
1851,-149.25,64.75,1,Pioneering broadleaf,300,0,0,0
1852,-149.25,64.75,1,Needleleaf evergreen,301,6.05,0,0.6906392694063926
1852,-149.25,64.75,1,Pioneering broadleaf,301,0,0,0
1853,-149.25,64.75,1,Needleleaf evergreen,302,5.93,0,0.6855491329479768
1853,-149.25,64.75,1,Pioneering broadleaf,302,0,0,0
1854,-149.25,64.75,1,Needleleaf evergreen,303,6.03,0,0.6891428571428572
1854,-149.25,64.75,1,Pioneering broadleaf,303,0,0,0
1855,-149.25,64.75,1,Needleleaf evergreen,304,6.14,0,0.713953488372093
1855,-149.25,64.75,1,Pioneering broadleaf,304,0,0,0
1856,-149.25,64.75,1,Needleleaf evergreen,305,6.21,0,0.7154377880184332
1856,-149.25,64.75,1,Pioneering broadleaf,305,0,0,0
1857,-149.25,64.75,1,Needleleaf evergreen,306,6.05,0,0.7092614302461899
1857,-149.25,64.75,1,Pioneering broadleaf,306,0,0,0
1858,-149.25,64.75,1,Needleleaf evergreen,307,6.13,0,0.7119628339140535
1858,-149.25,64.75,1,Pioneering broadleaf,307,0,0,0
1859,-149.25,64.75,1,Needleleaf evergreen,308,6.21,0,0.7204176334106728
1859,-149.25,64.75,1,Pioneering broadleaf,308,0,0,0
1860,-149.25,64.75,1,Needleleaf evergreen,309,6.17,0,0.7191142191142191
1860,-149.25,64.75,1,Pioneering broadleaf,309,0,0,0
1861,-149.25,64.75,1,Needleleaf evergreen,310,6.14,0,0.7406513872135103
1861,-149.25,64.75,1,Pioneering broadleaf,310,0,0,0
1862,-149.25,64.75,1,Needleleaf evergreen,311,5.48,0,0.7445652173913043
1862,-149.25,64.75,1,Pioneering broadleaf,311,0,0,0
1863,-149.25,64.75,1,Needleleaf evergreen,312,5.59,0,0.7483266398929049
1863,-149.25,64.75,1,Pioneering broadleaf,312,0,0,0
1864,-149.25,64.75,1,Needleleaf evergreen,313,5.68,0,0.750330250990753
1864,-149.25,64.75,1,Pioneering broadleaf,313,0,0,0
1865,-149.25,64.75,1,Needleleaf evergreen,314,5.64,0,0.749003984063745
1865,-149.25,64.75,1,Pioneering broadleaf,314,0,0,0
1866,-149.25,64.75,1,Needleleaf evergreen,315,5.76,0,0.7519582245430809
1866,-149.25,64.75,1,Pioneering broadleaf,315,0,0,0
1867,-149.25,64.75,1,Needleleaf evergreen,316,5.85,0,0.7548387096774193
1867,-149.25,64.75,1,Pioneering broadleaf,316,0,0,0
1868,-149.25,64.75,1,Needleleaf evergreen,317,5.99,0,0.7591888466413181
1868,-149.25,64.75,1,Pioneering broadleaf,317,0,0,0
1869,-149.25,64.75,1,Needleleaf evergreen,318,6.07,0,0.7606516290726817
1869,-149.25,64.75,1,Pioneering broadleaf,318,0,0,0
1870,-149.25,64.75,1,Needleleaf evergreen,319,5.74,0,0.7777777777777778
1870,-149.25,64.75,1,Pioneering broadleaf,319,0,0,0
1871,-149.25,64.75,1,Needleleaf evergreen,320,5.86,0,0.7813333333333333
1871,-149.25,64.75,1,Pioneering broadleaf,320,0,0,0
1872,-149.25,64.75,1,Needleleaf evergreen,321,5.94,0,0.7836411609498681
1872,-149.25,64.75,1,Pioneering broadleaf,321,0,0,0
1873,-149.25,64.75,1,Needleleaf evergreen,322,5.21,0,0.7605839416058394
1873,-149.25,64.75,1,Pioneering broadleaf,322,0,0,0
1874,-149.25,64.75,1,Needleleaf evergreen,323,5.17,0,0.7591776798825257
1874,-149.25,64.75,1,Pioneering broadleaf,323,0,0,0
1875,-149.25,64.75,1,Needleleaf evergreen,324,5.29,0,0.7622478386167147
1875,-149.25,64.75,1,Pioneering broadleaf,324,0,0,0
1876,-149.25,64.75,1,Needleleaf evergreen,325,5.35,0,0.7642857142857142
1876,-149.25,64.75,1,Pioneering broadleaf,325,0,0,0
1877,-149.25,64.75,1,Needleleaf evergreen,326,5.12,0,0.7562776957163959
1877,-149.25,64.75,1,Pioneering broadleaf,326,0,0,0
1878,-149.25,64.75,1,Needleleaf evergreen,327,5.08,0,0.7548291233283804
1878,-149.25,64.75,1,Pioneering broadleaf,327,0,0,0
1879,-149.25,64.75,1,Needleleaf evergreen,328,5.14,0,0.7558823529411764
1879,-149.25,64.75,1,Pioneering broadleaf,328,0,0,0
1880,-149.25,64.75,1,Needleleaf evergreen,329,4.9,0,0.7469512195121951
1880,-149.25,64.75,1,Pioneering broadleaf,329,0,0,0
1881,-149.25,64.75,1,Needleleaf evergreen,330,5.03,0,0.7518684603886397
1881,-149.25,64.75,1,Pioneering broadleaf,330,0,0,0
1882,-149.25,64.75,1,Needleleaf evergreen,331,5.15,0,0.7562408223201175
1882,-149.25,64.75,1,Pioneering broadleaf,331,0,0,0
1883,-149.25,64.75,1,Needleleaf evergreen,332,5.25,0,0.7575757575757576
1883,-149.25,64.75,1,Pioneering broadleaf,332,0,0,0
1884,-149.25,64.75,1,Needleleaf evergreen,0,0,1,0
1884,-149.25,64.75,1,Pioneering broadleaf,0,0,1,0
1885,-149.25,64.75,1,Needleleaf evergreen,1,0,1,0
1885,-149.25,64.75,1,Pioneering broadleaf,1,0,1,0
1886,-149.25,64.75,1,Needleleaf evergreen,2,0,1,0
1886,-149.25,64.75,1,Pioneering broadleaf,2,0.01,1,0.030303030303030297
1887,-149.25,64.75,1,Needleleaf evergreen,3,0,1,0
1887,-149.25,64.75,1,Pioneering broadleaf,3,0.02,1,0.044444444444444446
1888,-149.25,64.75,1,Needleleaf evergreen,4,0.01,1,0.016129032258064516
1888,-149.25,64.75,1,Pioneering broadleaf,4,0.02,1,0.03225806451612903
1889,-149.25,64.75,1,Needleleaf evergreen,5,0.01,1,0.012820512820512822
1889,-149.25,64.75,1,Pioneering broadleaf,5,0.04,1,0.05128205128205129
1890,-149.25,64.75,1,Needleleaf evergreen,6,0.01,1,0.010869565217391304
1890,-149.25,64.75,1,Pioneering broadleaf,6,0.06,1,0.06521739130434782
1891,-149.25,64.75,1,Needleleaf evergreen,7,0.03,1,0.03571428571428571
1891,-149.25,64.75,1,Pioneering broadleaf,7,0.07,1,0.08333333333333333
1892,-149.25,64.75,1,Needleleaf evergreen,8,0.03,1,0.037037037037037035
1892,-149.25,64.75,1,Pioneering broadleaf,8,0.09,1,0.11111111111111112
1893,-149.25,64.75,1,Needleleaf evergreen,9,0.04,1,0.04395604395604395
1893,-149.25,64.75,1,Pioneering broadleaf,9,0.11,1,0.12087912087912088
1894,-149.25,64.75,1,Needleleaf evergreen,10,0.06,1,0.05714285714285714
1894,-149.25,64.75,1,Pioneering broadleaf,10,0.15,1,0.14285714285714285
1895,-149.25,64.75,1,Needleleaf evergreen,11,0.07,1,0.06034482758620689
1895,-149.25,64.75,1,Pioneering broadleaf,11,0.19,1,0.16379310344827586
1896,-149.25,64.75,1,Needleleaf evergreen,12,0.09,1,0.06923076923076922
1896,-149.25,64.75,1,Pioneering broadleaf,12,0.24,1,0.1846153846153846
1897,-149.25,64.75,1,Needleleaf evergreen,13,0.11,1,0.07857142857142858
1897,-149.25,64.75,1,Pioneering broadleaf,13,0.29,1,0.20714285714285713
1898,-149.25,64.75,1,Needleleaf evergreen,14,0.12,1,0.08
1898,-149.25,64.75,1,Pioneering broadleaf,14,0.35,1,0.2333333333333333
1899,-149.25,64.75,1,Needleleaf evergreen,15,0.14,1,0.08536585365853659
1899,-149.25,64.75,1,Pioneering broadleaf,15,0.42,1,0.2560975609756097
1900,-149.25,64.75,1,Needleleaf evergreen,16,0.15,1,0.08670520231213873
1900,-149.25,64.75,1,Pioneering broadleaf,16,0.49,1,0.2832369942196532
1901,-149.25,64.75,1,Needleleaf evergreen,17,0.16,1,0.0851063829787234
1901,-149.25,64.75,1,Pioneering broadleaf,17,0.57,1,0.3031914893617021
1902,-149.25,64.75,1,Needleleaf evergreen,18,0.18,1,0.08653846153846154
1902,-149.25,64.75,1,Pioneering broadleaf,18,0.66,1,0.3173076923076923
1903,-149.25,64.75,1,Needleleaf evergreen,19,0.19,1,0.08407079646017698
1903,-149.25,64.75,1,Pioneering broadleaf,19,0.76,1,0.33628318584070793
1904,-149.25,64.75,1,Needleleaf evergreen,20,0.2,1,0.08368200836820083
1904,-149.25,64.75,1,Pioneering broadleaf,20,0.86,1,0.3598326359832636
1905,-149.25,64.75,1,Needleleaf evergreen,21,0.21,1,0.0813953488372093
1905,-149.25,64.75,1,Pioneering broadleaf,21,0.97,1,0.375968992248062
1906,-149.25,64.75,1,Needleleaf evergreen,22,0.21,1,0.07664233576642335
1906,-149.25,64.75,1,Pioneering broadleaf,22,1.08,1,0.39416058394160586
1907,-149.25,64.75,1,Needleleaf evergreen,23,0.21,1,0.07394366197183098
1907,-149.25,64.75,1,Pioneering broadleaf,23,1.18,1,0.4154929577464789
1908,-149.25,64.75,1,Needleleaf evergreen,24,0.22,1,0.0728476821192053
