Lon,Lat,Year,TG,PID,PFT,age,cmass,ndist,ecoregion,relative
-117.75,62.75,2094,275.822021484375,17,BNE,139,3.35,4,TAIGA PLAIN,0.9824046920821115
-117.75,62.75,2094,275.822021484375,18,BNE,53,0.83,2,TAIGA PLAIN,0.1740041928721174
-117.75,62.75,2094,275.822021484375,19,BNE,6,0.01,1,TAIGA PLAIN,0.013513513513513514
-117.75,62.75,2094,275.822021484375,20,BNE,168,3.37,3,TAIGA PLAIN,0.6594911937377691
-117.75,62.75,2094,275.822021484375,21,BNE,107,0.35,1,TAIGA PLAIN,0.03216911764705883
-117.75,62.75,2094,275.822021484375,22,BNE,221,1.33,2,TAIGA PLAIN,0.18549511854951187
-117.75,62.75,2094,275.822021484375,23,BNE,340,2.54,0,TAIGA PLAIN,0.49512670565302147
-117.75,62.75,2094,275.822021484375,24,BNE,216,2.06,1,TAIGA PLAIN,0.3793738489871087
-117.75,62.75,2095,276.5885925292969,0,BNE,389,3.82,0,TAIGA PLAIN,0.7609561752988048
-117.75,62.75,2095,276.5885925292969,1,BNE,744,2.86,0,TAIGA PLAIN,0.6244541484716157
-117.75,62.75,2095,276.5885925292969,2,BNE,288,2.75,1,TAIGA PLAIN,0.4378980891719745
-117.75,62.75,2095,276.5885925292969,3,BNE,104,0.96,1,TAIGA PLAIN,0.09108159392789374
-117.75,62.75,2095,276.5885925292969,4,BNE,46,0.48,3,TAIGA PLAIN,0.10256410256410256
-117.75,62.75,2095,276.5885925292969,5,BNE,18,0.27,1,TAIGA PLAIN,0.13775510204081634
-117.75,62.75,2095,276.5885925292969,6,BNE,200,1.7,1,TAIGA PLAIN,0.25796661608497723
-117.75,62.75,2095,276.5885925292969,7,BNE,401,2.08,0,TAIGA PLAIN,0.3788706739526412
-117.75,62.75,2095,276.5885925292969,8,BNE,609,2.03,0,TAIGA PLAIN,0.3333333333333333
-117.75,62.75,2095,276.5885925292969,9,BNE,662,4.48,0,TAIGA PLAIN,0.7466666666666666
-117.75,62.75,2095,276.5885925292969,10,BNE,212,2.11,1,TAIGA PLAIN,0.3149253731343284
-117.75,62.75,2095,276.5885925292969,11,BNE,17,0.29,1,TAIGA PLAIN,0.1629213483146067
-117.75,62.75,2095,276.5885925292969,12,BNE,708,2.62,0,TAIGA PLAIN,0.4486301369863014
-117.75,62.75,2095,276.5885925292969,13,BNE,6,0.01,2,TAIGA PLAIN,0.013157894736842105
-117.75,62.75,2095,276.5885925292969,14,BNE,1145,1.85,0,TAIGA PLAIN,0.26278409090909094
-117.75,62.75,2095,276.5885925292969,15,BNE,81,0.15,7,TAIGA PLAIN,0.013966480446927373
-117.75,62.75,2095,276.5885925292969,16,BNE,358,4.29,0,TAIGA PLAIN,0.9225806451612902
-117.75,62.75,2095,276.5885925292969,17,BNE,140,3.43,4,TAIGA PLAIN,0.9828080229226361
-117.75,62.75,2095,276.5885925292969,18,BNE,54,0.84,2,TAIGA PLAIN,0.17283950617283952
-117.75,62.75,2095,276.5885925292969,19,BNE,7,0.05,1,TAIGA PLAIN,0.05952380952380952
-117.75,62.75,2095,276.5885925292969,20,BNE,169,3.42,3,TAIGA PLAIN,0.6602316602316602
-117.75,62.75,2095,276.5885925292969,21,BNE,108,0.36,1,TAIGA PLAIN,0.03254972875226039
-117.75,62.75,2095,276.5885925292969,22,BNE,222,1.35,2,TAIGA PLAIN,0.18467852257181944
-117.75,62.75,2095,276.5885925292969,23,BNE,341,2.58,0,TAIGA PLAIN,0.49520153550863727
-117.75,62.75,2095,276.5885925292969,24,BNE,217,1.96,1,TAIGA PLAIN,0.36229205175600737
-117.75,62.75,2096,276.150634765625,0,BNE,390,3.9,0,TAIGA PLAIN,0.76171875
-117.75,62.75,2096,276.150634765625,1,BNE,745,2.95,0,TAIGA PLAIN,0.6289978678038379
-117.75,62.75,2096,276.150634765625,2,BNE,289,2.8,1,TAIGA PLAIN,0.4605263157894737
-117.75,62.75,2096,276.150634765625,3,BNE,105,0.98,1,TAIGA PLAIN,0.09158878504672896
-117.75,62.75,2096,276.150634765625,4,BNE,47,0.49,3,TAIGA PLAIN,0.09979633401221995
-117.75,62.75,2096,276.150634765625,5,BNE,19,0.3,1,TAIGA PLAIN,0.14018691588785046
-117.75,62.75,2096,276.150634765625,6,BNE,201,1.74,1,TAIGA PLAIN,0.2620481927710843
-117.75,62.75,2096,276.150634765625,7,BNE,402,2.13,0,TAIGA PLAIN,0.37967914438502676
-117.75,62.75,2096,276.150634765625,8,BNE,610,2.08,0,TAIGA PLAIN,0.3328
-117.75,62.75,2096,276.150634765625,9,BNE,663,4.58,0,TAIGA PLAIN,0.7532894736842105
-117.75,62.75,2096,276.150634765625,10,BNE,213,2.15,1,TAIGA PLAIN,0.31478770131771594
-117.75,62.75,2096,276.150634765625,11,BNE,18,0.33,1,TAIGA PLAIN,0.16836734693877553
-117.75,62.75,2096,276.150634765625,12,BNE,709,2.67,0,TAIGA PLAIN,0.4494949494949495
-117.75,62.75,2096,276.150634765625,13,BNE,7,0.04,2,TAIGA PLAIN,0.048192771084337345
-117.75,62.75,2096,276.150634765625,14,BNE,1146,1.89,0,TAIGA PLAIN,0.262865090403338
-117.75,62.75,2096,276.150634765625,15,BNE,82,0.15,7,TAIGA PLAIN,0.013698630136986299
-117.75,62.75,2096,276.150634765625,16,BNE,359,4.39,0,TAIGA PLAIN,0.9242105263157894
-117.75,62.75,2096,276.150634765625,17,BNE,141,3.52,4,TAIGA PLAIN,0.9832402234636871
-117.75,62.75,2096,276.150634765625,18,BNE,55,0.86,2,TAIGA PLAIN,0.17408906882591094
-117.75,62.75,2096,276.150634765625,19,BNE,8,0.06,1,TAIGA PLAIN,0.06741573033707865
-117.75,62.75,2096,276.150634765625,20,BNE,170,3.5,3,TAIGA PLAIN,0.6653992395437263
-117.75,62.75,2096,276.150634765625,21,BNE,109,0.37,1,TAIGA PLAIN,0.03438661710037175
-117.75,62.75,2096,276.150634765625,22,BNE,223,1.38,2,TAIGA PLAIN,0.184
-117.75,62.75,2096,276.150634765625,23,BNE,342,2.65,0,TAIGA PLAIN,0.4971857410881801
-117.75,62.75,2096,276.150634765625,24,BNE,218,2.02,1,TAIGA PLAIN,0.36996336996337
-117.75,62.75,2097,275.57427978515625,0,BNE,391,4.02,0,TAIGA PLAIN,0.7642585551330798
-117.75,62.75,2097,275.57427978515625,1,BNE,746,3.07,0,TAIGA PLAIN,0.6329896907216495
-117.75,62.75,2097,275.57427978515625,2,BNE,290,2.9,1,TAIGA PLAIN,0.46325878594249204
-117.75,62.75,2097,275.57427978515625,3,BNE,106,1,1,TAIGA PLAIN,0.09107468123861566
-117.75,62.75,2097,275.57427978515625,4,BNE,48,0.5,3,TAIGA PLAIN,0.0970873786407767
-117.75,62.75,2097,275.57427978515625,5,BNE,20,0.34,1,TAIGA PLAIN,0.1440677966101695
-117.75,62.75,2097,275.57427978515625,6,BNE,202,1.8,1,TAIGA PLAIN,0.2647058823529412
-117.75,62.75,2097,275.57427978515625,7,BNE,403,2.21,0,TAIGA PLAIN,0.3810344827586207
-117.75,62.75,2097,275.57427978515625,8,BNE,611,2.15,0,TAIGA PLAIN,0.3317901234567901
-117.75,62.75,2097,275.57427978515625,9,BNE,664,4.72,0,TAIGA PLAIN,0.7552
-117.75,62.75,2097,275.57427978515625,10,BNE,214,2.22,1,TAIGA PLAIN,0.3162393162393162
-117.75,62.75,2097,275.57427978515625,11,BNE,19,0.37,1,TAIGA PLAIN,0.16818181818181815
-117.75,62.75,2097,275.57427978515625,12,BNE,710,2.76,0,TAIGA PLAIN,0.45171849427168576
-117.75,62.75,2097,275.57427978515625,13,BNE,8,0.06,2,TAIGA PLAIN,0.06185567010309278
-117.75,62.75,2097,275.57427978515625,14,BNE,1147,1.95,0,TAIGA PLAIN,0.2635135135135135
-117.75,62.75,2097,275.57427978515625,15,BNE,83,0.15,7,TAIGA PLAIN,0.014111006585136405
-117.75,62.75,2097,275.57427978515625,16,BNE,360,4.53,0,TAIGA PLAIN,0.9244897959183673
-117.75,62.75,2097,275.57427978515625,17,BNE,142,3.67,4,TAIGA PLAIN,0.9839142091152815
-117.75,62.75,2097,275.57427978515625,18,BNE,56,0.9,2,TAIGA PLAIN,0.17408123791102514
-117.75,62.75,2097,275.57427978515625,19,BNE,9,0.08,1,TAIGA PLAIN,0.07692307692307693
-117.75,62.75,2097,275.57427978515625,20,BNE,171,3.61,3,TAIGA PLAIN,0.6685185185185184
-117.75,62.75,2097,275.57427978515625,21,BNE,110,0.38,1,TAIGA PLAIN,0.03451407811080836
-117.75,62.75,2097,275.57427978515625,22,BNE,224,1.43,2,TAIGA PLAIN,0.18717277486910994
-117.75,62.75,2097,275.57427978515625,23,BNE,343,2.75,0,TAIGA PLAIN,0.505514705882353
-117.75,62.75,2097,275.57427978515625,24,BNE,219,2.1,1,TAIGA PLAIN,0.3776978417266187
-117.75,62.75,2098,276.49456787109375,0,BNE,392,4.11,0,TAIGA PLAIN,0.7653631284916201
-117.75,62.75,2098,276.49456787109375,1,BNE,747,3.18,0,TAIGA PLAIN,0.6372745490981964
-117.75,62.75,2098,276.49456787109375,2,BNE,291,2.97,1,TAIGA PLAIN,0.4626168224299066
-117.75,62.75,2098,276.49456787109375,3,BNE,107,1.01,1,TAIGA PLAIN,0.09001782531194295
-117.75,62.75,2098,276.49456787109375,4,BNE,49,0.48,3,TAIGA PLAIN,0.0935672514619883
-117.75,62.75,2098,276.49456787109375,5,BNE,21,0.36,1,TAIGA PLAIN,0.14007782101167313
-117.75,62.75,2098,276.49456787109375,6,BNE,203,1.84,1,TAIGA PLAIN,0.2705882352941177
-117.75,62.75,2098,276.49456787109375,7,BNE,404,2.28,0,TAIGA PLAIN,0.38190954773869346
-117.75,62.75,2098,276.49456787109375,8,BNE,612,2.2,0,TAIGA PLAIN,0.33485540334855407
-117.75,62.75,2098,276.49456787109375,9,BNE,665,4.84,0,TAIGA PLAIN,0.7586206896551724
-117.75,62.75,2098,276.49456787109375,10,BNE,215,2.26,1,TAIGA PLAIN,0.3143254520166898
-117.75,62.75,2098,276.49456787109375,11,BNE,20,0.4,1,TAIGA PLAIN,0.16877637130801687
-117.75,62.75,2098,276.49456787109375,12,BNE,711,2.8,0,TAIGA PLAIN,0.449438202247191
-117.75,62.75,2098,276.49456787109375,13,BNE,9,0.07,2,TAIGA PLAIN,0.07608695652173914
-117.75,62.75,2098,276.49456787109375,14,BNE,1148,1.99,0,TAIGA PLAIN,0.26322751322751325
-117.75,62.75,2098,276.49456787109375,15,BNE,84,0.16,7,TAIGA PLAIN,0.014719411223551056
-117.75,62.75,2098,276.49456787109375,16,BNE,361,4.64,0,TAIGA PLAIN,0.9243027888446216
-117.75,62.75,2098,276.49456787109375,17,BNE,143,3.77,4,TAIGA PLAIN,0.989501312335958
-117.75,62.75,2098,276.49456787109375,18,BNE,57,0.89,2,TAIGA PLAIN,0.16984732824427481
-117.75,62.75,2098,276.49456787109375,19,BNE,10,0.1,1,TAIGA PLAIN,0.10101010101010101
-117.75,62.75,2098,276.49456787109375,20,BNE,172,3.68,3,TAIGA PLAIN,0.6690909090909091
-117.75,62.75,2098,276.49456787109375,21,BNE,111,0.4,1,TAIGA PLAIN,0.03561887800534283
-117.75,62.75,2098,276.49456787109375,22,BNE,225,1.47,2,TAIGA PLAIN,0.18773946360153257
-117.75,62.75,2098,276.49456787109375,23,BNE,344,2.83,0,TAIGA PLAIN,0.5080789946140036
-117.75,62.75,2098,276.49456787109375,24,BNE,220,2.17,1,TAIGA PLAIN,0.3793706293706294
-117.75,62.75,2099,276.6913757324219,0,BNE,393,4.24,0,TAIGA PLAIN,0.7808471454880295
-117.75,62.75,2099,276.6913757324219,1,BNE,748,3.33,0,TAIGA PLAIN,0.6428571428571429
-117.75,62.75,2099,276.6913757324219,2,BNE,292,3.07,1,TAIGA PLAIN,0.4630467571644042
-117.75,62.75,2099,276.6913757324219,3,BNE,108,1.04,1,TAIGA PLAIN,0.09090909090909091
-117.75,62.75,2099,276.6913757324219,4,BNE,50,0.49,3,TAIGA PLAIN,0.09141791044776118
-117.75,62.75,2099,276.6913757324219,5,BNE,22,0.4,1,TAIGA PLAIN,0.1413427561837456
-117.75,62.75,2099,276.6913757324219,6,BNE,204,1.91,1,TAIGA PLAIN,0.2720797720797721
-117.75,62.75,2099,276.6913757324219,7,BNE,405,2.36,0,TAIGA PLAIN,0.38311688311688313
-117.75,62.75,2099,276.6913757324219,8,BNE,613,2.28,0,TAIGA PLAIN,0.3338213762811127
-117.75,62.75,2099,276.6913757324219,9,BNE,666,5.02,0,TAIGA PLAIN,0.784375
-117.75,62.75,2099,276.6913757324219,10,BNE,216,2.34,1,TAIGA PLAIN,0.3157894736842105
-117.75,62.75,2099,276.6913757324219,11,BNE,21,0.45,1,TAIGA PLAIN,0.1717557251908397
-117.75,62.75,2099,276.6913757324219,12,BNE,712,2.9,0,TAIGA PLAIN,0.4510108864696734
-117.75,62.75,2099,276.6913757324219,13,BNE,10,0.1,2,TAIGA PLAIN,0.09615384615384616
-117.75,62.75,2099,276.6913757324219,14,BNE,1149,2.05,0,TAIGA PLAIN,0.26383526383526384
-117.75,62.75,2099,276.6913757324219,15,BNE,85,0.16,7,TAIGA PLAIN,0.014336917562724014
-117.75,62.75,2099,276.6913757324219,16,BNE,362,4.79,0,TAIGA PLAIN,0.9247104247104247
-117.75,62.75,2099,276.6913757324219,17,BNE,144,3.92,4,TAIGA PLAIN,0.98989898989899
-117.75,62.75,2099,276.6913757324219,18,BNE,58,0.91,2,TAIGA PLAIN,0.16914498141263942
-117.75,62.75,2099,276.6913757324219,19,BNE,11,0.13,1,TAIGA PLAIN,0.11607142857142856
-117.75,62.75,2099,276.6913757324219,20,BNE,173,3.81,3,TAIGA PLAIN,0.6743362831858407
-117.75,62.75,2099,276.6913757324219,21,BNE,112,0.42,1,TAIGA PLAIN,0.036490008688097306
-117.75,62.75,2099,276.6913757324219,22,BNE,0,0,3,TAIGA PLAIN,0
-117.75,62.75,2099,276.6913757324219,23,BNE,345,2.95,0,TAIGA PLAIN,0.5193661971830986
-117.75,62.75,2099,276.6913757324219,24,BNE,221,2.27,1,TAIGA PLAIN,0.3827993254637437
-117.25,62.75,2091,275.2752685546875,0,BNE,863,5.06,0,TAIGA PLAIN,1
-117.25,62.75,2091,275.2752685546875,1,BNE,206,3.43,2,TAIGA PLAIN,0.8245192307692307
-117.25,62.75,2091,275.2752685546875,2,BNE,495,4.19,0,TAIGA PLAIN,0.9148471615720525
-117.25,62.75,2091,275.2752685546875,3,BNE,148,3.16,1,TAIGA PLAIN,0.9461077844311376
-117.25,62.75,2091,275.2752685546875,4,BNE,176,4.34,1,TAIGA PLAIN,0.8142589118198874
-117.25,62.75,2091,275.2752685546875,5,BNE,120,3.36,2,TAIGA PLAIN,0.9882352941176471
-117.25,62.75,2091,275.2752685546875,6,BNE,25,0.58,1,TAIGA PLAIN,0.2871287128712871
-117.25,62.75,2091,275.2752685546875,7,BNE,205,4.15,3,TAIGA PLAIN,0.8943965517241379
-117.25,62.75,2091,275.2752685546875,8,BNE,97,0.43,2,TAIGA PLAIN,0.04569606801275239
-117.25,62.75,2091,275.2752685546875,9,BNE,313,3.2,0,TAIGA PLAIN,0.5498281786941581
-117.25,62.75,2091,275.2752685546875,10,BNE,24,0.42,3,TAIGA PLAIN,0.15217391304347824
-117.25,62.75,2091,275.2752685546875,11,BNE,107,0.92,3,TAIGA PLAIN,0.08027923211169284
-117.25,62.75,2091,275.2752685546875,12,BNE,179,3.44,2,TAIGA PLAIN,0.7196652719665272
-117.25,62.75,2091,275.2752685546875,13,BNE,307,4.81,0,TAIGA PLAIN,1
-117.25,62.75,2091,275.2752685546875,14,BNE,747,2.61,0,TAIGA PLAIN,0.509765625
-117.25,62.75,2091,275.2752685546875,15,BNE,586,2.81,0,TAIGA PLAIN,0.5155963302752293
-117.25,62.75,2091,275.2752685546875,16,BNE,77,0.12,1,TAIGA PLAIN,0.011538461538461537
-117.25,62.75,2091,275.2752685546875,17,BNE,177,3.74,2,TAIGA PLAIN,0.7096774193548386
-117.25,62.75,2091,275.2752685546875,18,BNE,49,0.28,1,TAIGA PLAIN,0.05137614678899083
-117.25,62.75,2091,275.2752685546875,19,BNE,698,4.58,0,TAIGA PLAIN,0.7595356550580431
-117.25,62.75,2091,275.2752685546875,20,BNE,612,2.42,0,TAIGA PLAIN,0.38351822503961963
-117.25,62.75,2091,275.2752685546875,21,BNE,359,2.86,0,TAIGA PLAIN,0.4420401854714065
-117.25,62.75,2091,275.2752685546875,22,BNE,241,4.7,1,TAIGA PLAIN,0.863970588235294
-117.25,62.75,2091,275.2752685546875,23,BNE,58,0.23,1,TAIGA PLAIN,0.033973412112259974
-117.25,62.75,2091,275.2752685546875,24,BNE,57,0.18,3,TAIGA PLAIN,0.026666666666666665
-117.25,62.75,2092,275.0766296386719,0,BNE,864,5.17,0,TAIGA PLAIN,1
-117.25,62.75,2092,275.0766296386719,1,BNE,207,3.52,2,TAIGA PLAIN,0.8243559718969554
-117.25,62.75,2092,275.0766296386719,2,BNE,496,4.29,0,TAIGA PLAIN,0.9127659574468084
-117.25,62.75,2092,275.0766296386719,3,BNE,149,3.25,1,TAIGA PLAIN,0.9475218658892128
-117.25,62.75,2092,275.0766296386719,4,BNE,177,4.43,1,TAIGA PLAIN,0.8143382352941176
-117.25,62.75,2092,275.0766296386719,5,BNE,121,3.47,2,TAIGA PLAIN,0.9886039886039886
-117.25,62.75,2092,275.0766296386719,6,BNE,26,0.63,1,TAIGA PLAIN,0.2889908256880734
-117.25,62.75,2092,275.0766296386719,7,BNE,206,4.25,3,TAIGA PLAIN,0.8966244725738396
-117.25,62.75,2092,275.0766296386719,8,BNE,98,0.45,2,TAIGA PLAIN,0.046632124352331605
-117.25,62.75,2092,275.0766296386719,9,BNE,314,3.28,0,TAIGA PLAIN,0.5484949832775919
-117.25,62.75,2092,275.0766296386719,10,BNE,25,0.44,3,TAIGA PLAIN,0.1522491349480969
-117.25,62.75,2092,275.0766296386719,11,BNE,108,0.95,3,TAIGA PLAIN,0.08168529664660361
-117.25,62.75,2092,275.0766296386719,12,BNE,180,3.53,2,TAIGA PLAIN,0.7308488612836438
-117.25,62.75,2092,275.0766296386719,13,BNE,308,4.92,0,TAIGA PLAIN,1
-117.25,62.75,2092,275.0766296386719,14,BNE,748,2.68,0,TAIGA PLAIN,0.5163776493256262
-117.25,62.75,2092,275.0766296386719,15,BNE,587,2.88,0,TAIGA PLAIN,0.5161290322580645
-117.25,62.75,2092,275.0766296386719,16,BNE,78,0.12,1,TAIGA PLAIN,0.011214953271028038
-117.25,62.75,2092,275.0766296386719,17,BNE,178,3.82,2,TAIGA PLAIN,0.7060998151571164
-117.25,62.75,2092,275.0766296386719,18,BNE,50,0.28,1,TAIGA PLAIN,0.04929577464788733
-117.25,62.75,2092,275.0766296386719,19,BNE,699,4.63,0,TAIGA PLAIN,0.7577741407528641
-117.25,62.75,2092,275.0766296386719,20,BNE,613,2.48,0,TAIGA PLAIN,0.38271604938271603
-117.25,62.75,2092,275.0766296386719,21,BNE,360,2.93,0,TAIGA PLAIN,0.4406015037593985
-117.25,62.75,2092,275.0766296386719,22,BNE,242,4.8,1,TAIGA PLAIN,0.8633093525179857
-117.25,62.75,2092,275.0766296386719,23,BNE,59,0.24,1,TAIGA PLAIN,0.03468208092485549
-117.25,62.75,2092,275.0766296386719,24,BNE,58,0.18,3,TAIGA PLAIN,0.02674591381872214
-117.25,62.75,2093,276.7506408691406,0,BNE,865,5.33,0,TAIGA PLAIN,1
-117.25,62.75,2093,276.7506408691406,1,BNE,208,3.66,2,TAIGA PLAIN,0.8413793103448275
-117.25,62.75,2093,276.7506408691406,2,BNE,497,4.45,0,TAIGA PLAIN,0.9156378600823045
-117.25,62.75,2093,276.7506408691406,3,BNE,150,3.4,1,TAIGA PLAIN,0.9523809523809524
-117.25,62.75,2093,276.7506408691406,4,BNE,178,4.59,1,TAIGA PLAIN,0.8167259786476868
-117.25,62.75,2093,276.7506408691406,5,BNE,122,3.63,2,TAIGA PLAIN,0.989100817438692
-117.25,62.75,2093,276.7506408691406,6,BNE,27,0.71,1,TAIGA PLAIN,0.30472103004291845
-117.25,62.75,2093,276.7506408691406,7,BNE,207,4.41,3,TAIGA PLAIN,0.8963414634146342
-117.25,62.75,2093,276.7506408691406,8,BNE,99,0.46,2,TAIGA PLAIN,0.04660587639311043
-117.25,62.75,2093,276.7506408691406,9,BNE,315,3.4,0,TAIGA PLAIN,0.5510534846029174
-117.25,62.75,2093,276.7506408691406,10,BNE,26,0.46,3,TAIGA PLAIN,0.1503267973856209
-117.25,62.75,2093,276.7506408691406,11,BNE,109,0.98,3,TAIGA PLAIN,0.08277027027027027
-117.25,62.75,2093,276.7506408691406,12,BNE,181,3.67,2,TAIGA PLAIN,0.7354709418837675
-117.25,62.75,2093,276.7506408691406,13,BNE,309,5.09,0,TAIGA PLAIN,1
-117.25,62.75,2093,276.7506408691406,14,BNE,749,2.79,0,TAIGA PLAIN,0.5244360902255639
-117.25,62.75,2093,276.7506408691406,15,BNE,588,2.99,0,TAIGA PLAIN,0.5190972222222223
-117.25,62.75,2093,276.7506408691406,16,BNE,79,0.12,1,TAIGA PLAIN,0.010938924339106655
-117.25,62.75,2093,276.7506408691406,17,BNE,179,3.96,2,TAIGA PLAIN,0.7071428571428572
-117.25,62.75,2093,276.7506408691406,18,BNE,51,0.29,1,TAIGA PLAIN,0.0497427101200686
-117.25,62.75,2093,276.7506408691406,19,BNE,700,4.78,0,TAIGA PLAIN,0.7599364069952306
-117.25,62.75,2093,276.7506408691406,20,BNE,614,2.57,0,TAIGA PLAIN,0.3847305389221557
-117.25,62.75,2093,276.7506408691406,21,BNE,361,3.02,0,TAIGA PLAIN,0.44216691068814057
-117.25,62.75,2093,276.7506408691406,22,BNE,243,4.96,1,TAIGA PLAIN,0.8641114982578397
-117.25,62.75,2093,276.7506408691406,23,BNE,60,0.24,1,TAIGA PLAIN,0.033946251768033946
-117.25,62.75,2093,276.7506408691406,24,BNE,59,0.18,3,TAIGA PLAIN,0.02586206896551724
-117.25,62.75,2094,275.74151611328125,0,BNE,866,5.4,0,TAIGA PLAIN,1
-117.25,62.75,2094,275.74151611328125,1,BNE,209,3.72,2,TAIGA PLAIN,0.8397291196388261
-117.25,62.75,2094,275.74151611328125,2,BNE,498,4.5,0,TAIGA PLAIN,0.9109311740890688
-117.25,62.75,2094,275.74151611328125,3,BNE,151,3.44,1,TAIGA PLAIN,0.9529085872576177
-117.25,62.75,2094,275.74151611328125,4,BNE,179,4.64,1,TAIGA PLAIN,0.818342151675485
-117.25,62.75,2094,275.74151611328125,5,BNE,123,3.67,2,TAIGA PLAIN,0.991891891891892
-117.25,62.75,2094,275.74151611328125,6,BNE,28,0.74,1,TAIGA PLAIN,0.30327868852459017
-117.25,62.75,2094,275.74151611328125,7,BNE,208,4.45,3,TAIGA PLAIN,0.9044715447154472
-117.25,62.75,2094,275.74151611328125,8,BNE,100,0.48,2,TAIGA PLAIN,0.047713717693836984
-117.25,62.75,2094,275.74151611328125,9,BNE,316,3.44,0,TAIGA PLAIN,0.5504
-117.25,62.75,2094,275.74151611328125,10,BNE,27,0.46,3,TAIGA PLAIN,0.14375
-117.25,62.75,2094,275.74151611328125,11,BNE,110,1,3,TAIGA PLAIN,0.08285004142502071
-117.25,62.75,2094,275.74151611328125,12,BNE,182,3.72,2,TAIGA PLAIN,0.7366336633663367
-117.25,62.75,2094,275.74151611328125,13,BNE,310,5.14,0,TAIGA PLAIN,1
-117.25,62.75,2094,275.74151611328125,14,BNE,750,2.83,0,TAIGA PLAIN,0.5339622641509434
-117.25,62.75,2094,275.74151611328125,15,BNE,589,3.02,0,TAIGA PLAIN,0.5180102915951973
-117.25,62.75,2094,275.74151611328125,16,BNE,80,0.12,1,TAIGA PLAIN,0.011009174311926604
-117.25,62.75,2094,275.74151611328125,17,BNE,180,4,2,TAIGA PLAIN,0.7079646017699115
-117.25,62.75,2094,275.74151611328125,18,BNE,52,0.29,1,TAIGA PLAIN,0.048821548821548814
-117.25,62.75,2094,275.74151611328125,19,BNE,701,4.85,0,TAIGA PLAIN,0.758998435054773
-117.25,62.75,2094,275.74151611328125,20,BNE,615,2.61,0,TAIGA PLAIN,0.38269794721407624
-117.25,62.75,2094,275.74151611328125,21,BNE,362,3.06,0,TAIGA PLAIN,0.4396551724137931
-117.25,62.75,2094,275.74151611328125,22,BNE,244,5.01,1,TAIGA PLAIN,0.8608247422680413
-117.25,62.75,2094,275.74151611328125,23,BNE,61,0.24,1,TAIGA PLAIN,0.03342618384401114
-117.25,62.75,2094,275.74151611328125,24,BNE,60,0.18,3,TAIGA PLAIN,0.024999999999999998
-117.25,62.75,2095,276.46075439453125,0,BNE,867,5.47,0,TAIGA PLAIN,1
-117.25,62.75,2095,276.46075439453125,1,BNE,210,3.78,2,TAIGA PLAIN,0.841870824053452
-117.25,62.75,2095,276.46075439453125,2,BNE,499,4.56,0,TAIGA PLAIN,0.9119999999999999
-117.25,62.75,2095,276.46075439453125,3,BNE,152,3.51,1,TAIGA PLAIN,0.9564032697547683
-117.25,62.75,2095,276.46075439453125,4,BNE,180,4.7,1,TAIGA PLAIN,0.8216783216783217
-117.25,62.75,2095,276.46075439453125,5,BNE,124,3.74,2,TAIGA PLAIN,0.9920424403183025
-117.25,62.75,2095,276.46075439453125,6,BNE,29,0.77,1,TAIGA PLAIN,0.30196078431372547
-117.25,62.75,2095,276.46075439453125,7,BNE,209,4.52,3,TAIGA PLAIN,0.905811623246493
-117.25,62.75,2095,276.46075439453125,8,BNE,101,0.48,2,TAIGA PLAIN,0.046875
-117.25,62.75,2095,276.46075439453125,9,BNE,317,3.48,0,TAIGA PLAIN,0.5471698113207547
-117.25,62.75,2095,276.46075439453125,10,BNE,28,0.46,3,TAIGA PLAIN,0.13855421686746988
-117.25,62.75,2095,276.46075439453125,11,BNE,111,1.02,3,TAIGA PLAIN,0.08340147179067865
-117.25,62.75,2095,276.46075439453125,12,BNE,183,3.78,2,TAIGA PLAIN,0.73828125
-117.25,62.75,2095,276.46075439453125,13,BNE,311,5.2,0,TAIGA PLAIN,1
-117.25,62.75,2095,276.46075439453125,14,BNE,751,2.87,0,TAIGA PLAIN,0.5324675324675324
-117.25,62.75,2095,276.46075439453125,15,BNE,590,3.07,0,TAIGA PLAIN,0.5159663865546218
-117.25,62.75,2095,276.46075439453125,16,BNE,81,0.12,1,TAIGA PLAIN,0.011100832562442183
-117.25,62.75,2095,276.46075439453125,17,BNE,181,4.05,2,TAIGA PLAIN,0.7956777996070726
-117.25,62.75,2095,276.46075439453125,18,BNE,53,0.29,1,TAIGA PLAIN,0.04730831973898858
-117.25,62.75,2095,276.46075439453125,19,BNE,702,4.91,0,TAIGA PLAIN,0.757716049382716
-117.25,62.75,2095,276.46075439453125,20,BNE,616,2.63,0,TAIGA PLAIN,0.3795093795093795
-117.25,62.75,2095,276.46075439453125,21,BNE,363,3.09,0,TAIGA PLAIN,0.43705799151343705
-117.25,62.75,2095,276.46075439453125,22,BNE,245,5.07,1,TAIGA PLAIN,0.8741379310344827
-117.25,62.75,2095,276.46075439453125,23,BNE,62,0.24,1,TAIGA PLAIN,0.032432432432432434
-117.25,62.75,2095,276.46075439453125,24,BNE,61,0.18,3,TAIGA PLAIN,0.024793388429752067
-117.25,62.75,2096,276.0611267089844,0,BNE,868,5.55,0,TAIGA PLAIN,1
-117.25,62.75,2096,276.0611267089844,1,BNE,211,3.86,2,TAIGA PLAIN,0.8577777777777778
-117.25,62.75,2096,276.0611267089844,2,BNE,500,4.64,0,TAIGA PLAIN,0.9169960474308301
